@relation sheep_weight

@attribute K_0_19 numeric
@attribute K_20_39 numeric
@attribute K_40_59 numeric
@attribute K_60_79 numeric
@attribute K_80_99 numeric
@attribute K_100_119 numeric
@attribute K_120_139 numeric
@attribute K_140_159 numeric
@attribute K_160_180 numeric
@attribute Major_axis numeric
@attribute Minor_axis numeric
@attribute Hu_0 numeric
@attribute Hu_1 numeric
@attribute Hu_2 numeric
@attribute Hu_3 numeric
@attribute Hu_4 numeric
@attribute Hu_5 numeric
@attribute Hu_6 numeric
@attribute Area numeric
@attribute Perimeter numeric
@attribute Weight numeric

@data
0,0,20,46,131,145,264,684,3034,964.8283387281974,362.22256054620357,0.0009904740069563802,5.561577414006574e-07,5.924777325993452e-11,2.524127112294598e-11,9.722849162665222e-22,1.839479884598549e-14,-8.643324678225484e-23,261671.0,2609.831726551056,34.8
0,0,39,29,62,108,235,974,2815,900.3859819276153,362.1363555461257,0.0009571658637485934,4.769445801222855e-07,3.156369627698584e-11,6.771636749077543e-12,5.857295317338952e-23,7.335315014979931e-16,-7.981336753922511e-23,240064.5,2538.5007733106613,28.5
0,0,0,42,52,71,490,831,2200,590.1864783806537,497.0778872998797,0.0006894818336675198,1.3742581595683432e-08,2.2071682171366125e-11,2.027455327086165e-12,-1.1893006085585858e-23,-2.348594251821405e-16,-6.519353387270442e-24,210699.0,2236.743413925171,28.5
0,34,20,58,95,90,145,700,2519,722.7961623696006,395.6912038754272,0.0007865426932647517,1.796114536521381e-07,5.025502101584629e-11,3.4676959638778954e-12,-9.999590698264837e-24,-2.4270923461730424e-16,4.467191238058043e-23,210619.5,2223.706836104393,28.5
0,0,0,35,91,135,381,650,2813,958.9333319520958,364.2837984206139,0.0010169748481311475,5.783119209962895e-07,7.023234127562702e-11,1.6514640105086097e-11,4.097803498746641e-22,4.1401533686444934e-15,-3.8524415095004333e-22,252452.0,2629.027684688568,28.5
0,0,0,9,143,129,189,683,2608,836.8179179993218,351.6157558550845,0.000928769044098664,4.2253633295264303e-07,4.9239527200603255e-11,9.28893081280281e-12,1.2354341936559353e-22,1.3193217761448162e-15,-1.5556968933916027e-22,216431.5,2294.5596483945847,28.5
0,0,21,74,128,153,275,691,2649,887.5349304482168,348.9787368261433,0.000981886745902214,5.168601713180826e-07,7.954865872373745e-11,1.7875735687717367e-11,5.220854893872771e-22,5.78333479886634e-15,-4.263946769665725e-22,225942.0,2478.8611640930176,28.5
0,17,25,48,161,160,327,768,2220,578.1511257490075,479.4276806880824,0.0006929183858694326,1.6447626395102376e-08,2.651639389885723e-11,2.5100045987199516e-12,-1.0594959126534284e-23,-2.865567512844833e-16,-1.7523114397251064e-23,198547.5,2250.4520028829575,28.5
0,0,35,57,82,194,237,813,2504,736.8505002203053,420.6909111030374,0.0007697317632257366,1.5310334002746934e-07,2.965434550522516e-11,2.689318047715713e-12,-7.330001365042944e-24,-1.9971220970133405e-16,2.287044501512726e-23,228216.5,2360.216502547264,28.5
0,0,27,70,132,138,276,568,2954,913.210537621054,339.4332390533323,0.001005181974276537,5.793549549425348e-07,6.577267475328119e-11,2.423406305462559e-11,9.38812820569377e-22,1.5386726118386594e-14,-2.3395450470996956e-22,230333.5,2509.1626797914505,28.5
0,0,0,72,204,151,323,579,3028,950.5428024790715,330.7004629637961,0.0010546327291805226,6.837538807597749e-07,2.5578142869465398e-11,1.56280761988535e-11,3.120556874411219e-22,1.2658543816725072e-14,-1.5866960293454977e-23,234254.0,2617.3708305358887,28.5
0,0,0,30,53,87,278,609,2482,737.4530422847336,399.15737035550956,0.0008340262513201748,2.0799975717599537e-07,1.181422795335827e-10,1.688182487067423e-11,3.5972454317811026e-22,6.354902439121635e-16,-6.625787650177898e-22,205723.5,2178.039877295494,28.5
0,0,0,13,136,167,304,555,2904,932.2896596049646,331.36268979022174,0.001028789258469614,6.36820312320494e-07,4.6410674146069155e-11,1.8164753732348516e-11,5.172180178027538e-22,1.3023519775351719e-14,1.0321357884840553e-22,232132.5,2489.304815173149,28.5
0,0,0,0,111,228,241,637,2992,991.6330798716473,338.3318372976363,0.0010784402110701667,7.2853327681633e-07,7.328077103773928e-11,2.964968063628553e-11,1.346325913841122e-21,2.1263300186766254e-14,-3.122179999148112e-22,248357.0,2609.22869515419,28.5
0,0,0,34,92,148,205,595,2637,784.6820997533636,379.70200143563807,0.0008537659869337408,2.8068884547812395e-07,5.2995546908683706e-11,5.047811147535227e-12,-3.643691020246823e-23,-1.979903094571818e-15,-7.408543187632143e-23,217172.0,2276.6012785434723,28.5
0,0,0,69,120,177,318,799,2008,571.5027294921726,454.74855881778933,0.0006861958081320211,2.3758740364055622e-08,2.965303958514335e-11,2.0580292290014973e-12,-5.65183359088694e-24,-2.256284960475171e-16,-1.505107719731963e-23,189599.5,2109.0550342798233,28.5
0,0,0,66,115,105,184,463,2694,790.7360056318266,342.27478298611015,0.000875305204070099,3.588747422131411e-07,1.911767785630401e-11,4.8165129325762015e-12,4.2973384539828177e-23,2.2120546123169382e-15,1.7013113229626708e-23,206932.5,2165.883461356163,28.5
0,25,21,39,149,171,279,892,3747,1212.4792593487075,414.2643754612154,0.0010867949778882778,7.388809211249653e-07,9.808495513759892e-11,4.385135367911239e-11,2.8282236308370885e-21,3.2955740475772674e-14,5.215603664949793e-22,368765.5,3378.11303293705,55.0
29,19,10,82,114,120,318,590,4176,1155.9412682389766,427.5989416946046,0.0010355315776075487,6.181828478283353e-07,8.471816783448123e-11,1.8073509468851094e-11,4.975315326335544e-22,3.4357185304667726e-15,-5.026098865380585e-22,358093.0,3276.87544465065,55.0
0,0,36,82,50,41,185,648,3602,1024.3866346580928,449.4368109851086,0.0009092791772911856,3.791226907640082e-07,4.958445537529635e-11,4.083157972617103e-12,-5.534808004566522e-23,-2.16940382414025e-15,1.7665186460476692e-23,336046.5,2854.927179455757,55.0
51,52,18,25,92,75,227,764,4206,1254.0160501569615,409.9197435790842,0.0011123504180374664,8.056514260198061e-07,7.804170147402838e-11,3.339555104141131e-11,1.6734735768031699e-21,2.5937540704585083e-14,3.257837586680685e-22,381984.5,3534.5638242959976,55.0
0,0,36,62,90,147,336,591,4163,1251.7199327354683,428.39307621527786,0.0011105667702643357,7.703255380385789e-07,1.3351697068443526e-10,3.7715248886619094e-11,2.2940309790642054e-21,1.758106662571764e-14,1.3785127472659049e-21,384822.0,3358.1546630859375,55.0
0,41,37,33,112,141,361,746,4168,1227.2890473836667,413.4246033814985,0.0011025591028371237,7.705935618692815e-07,9.461676419169838e-11,3.757161474671286e-11,2.1635097072618282e-21,2.6089409365456953e-14,5.808806760156038e-22,371322.0,3453.409496307373,55.0
0,27,57,67,95,132,213,553,4458,1253.7512551474683,433.963402488746,0.001111474765656344,7.632522062678259e-07,1.6413901669319047e-10,4.8175512625234757e-11,3.729749020743774e-21,2.319867050039111e-14,2.1074362402167243e-21,386656.5,3415.7698870897293,55.0
0,5,64,77,114,97,232,557,4401,1242.2966082814046,425.26254038997945,0.0011062478215131484,7.641841891227684e-07,1.1541457050976451e-10,3.4540681621725476e-11,1.903514643490282e-21,1.656771663826699e-14,1.0643110414907633e-21,380491.5,3460.7648347616196,55.0
0,25,61,64,130,83,285,634,4275,1182.709279872425,433.2070242372829,0.0010421914291796745,6.330166276475399e-07,8.055503414878894e-11,1.7179778697834998e-11,4.382734157681882e-22,2.9479490254049297e-15,-4.651585842734676e-22,371627.5,3377.1668556928635,55.0
0,0,27,27,69,72,250,645,3559,1013.273130957642,466.252092118718,0.0008775007841248287,3.2585760548997174e-07,4.729407841445263e-11,4.191058607445711e-12,-2.6011408684736147e-23,-8.909846667745046e-16,5.296224473095708e-23,346271.5,2830.8338145017624,55.0
0,0,0,46,121,113,291,611,3773,1132.131187111201,411.5912063691,0.0010011110079895984,5.888536860009143e-07,4.4162944399531964e-11,1.9234075475067243e-11,5.592143098960927e-22,1.42765368454554e-14,3.907626828269205e-23,353958.5,3007.176960349083,55.0
0,0,0,51,110,163,291,405,3469,989.9386817462806,422.807028031773,0.0008752083187714774,3.6622110117038187e-07,1.1220794310810169e-11,3.265113161837537e-12,1.9156570273398333e-23,1.7229456757913593e-15,4.859350956291136e-24,323329.0,2672.542403459549,55.0
0,0,32,24,137,167,309,573,3536,1082.051505777835,418.0712601717325,0.0009667128461917111,5.12052692117109e-07,5.340165512991486e-11,1.6831354308654046e-11,4.763855112838075e-22,9.070988806020826e-15,1.663977562380362e-22,339873.0,2969.7038717269897,55.0
0,23,47,33,123,115,263,854,3956,1172.5830827881318,432.56150553367536,0.001038171641183982,6.232462616173332e-07,9.098889534289952e-11,2.2871180678433825e-11,8.451642422984235e-22,8.100688979428955e-15,6.117694439386877e-22,367331.5,3343.10798060894,55.0
0,27,22,38,152,136,162,912,4004,1140.6049815056042,444.69146316424815,0.0009929686366619817,5.342636787284447e-07,7.944554189853718e-11,1.3493428455599027e-11,2.2212849392372907e-22,3.501206316365113e-16,3.8188931521436905e-22,368496.0,3287.586121559143,55.0
0,0,41,67,136,165,284,528,4416,1241.6177955691328,413.80914475083677,0.0011198341191239363,8.026889536245783e-07,1.1647658500093392e-10,4.801094773734334e-11,3.4707042577652964e-21,3.432831528741922e-14,9.189158425690849e-22,373390.5,3445.4511264562607,55.0
0,0,0,30,140,112,205,516,2664,796.0372011837097,399.83882339287453,0.0007930546164983639,2.242122546232667e-07,1.4004589175929338e-11,1.6156703152718577e-12,3.966458400861307e-24,1.0637909359294515e-16,-6.582703886989618e-24,244273.5,2240.5352631807327,37.0
0,0,26,33,54,132,213,797,2679,868.0680625005971,387.63615634148897,0.0008561380213086157,3.2657090416303906e-07,1.7294403570762663e-11,5.449923405967052e-12,5.2696588807888083e-23,3.0061917692924298e-15,-4.748237969952895e-24,257708.0,2417.939372062683,37.0
0,0,5,29,55,123,339,766,2402,825.4957921246005,397.2550249229059,0.0008187314223349393,2.6094388873121276e-07,3.059989814226075e-11,7.148585285135475e-12,1.0431216488166316e-22,3.4962879599518908e-15,-1.724496493219774e-23,250238.0,2312.032737016678,37.0
0,0,0,0,12,155,245,860,2523,847.1634814638096,405.5930980089329,0.0008293766239635865,2.7046488025007713e-07,3.063996658455129e-11,3.59839601423208e-12,1.3330216862914056e-23,-1.4647669673813724e-16,-3.5354400735626126e-23,259703.0,2336.1992576122284,37.0
0,0,14,82,126,99,278,515,2721,824.5879665464258,387.7188552945088,0.0008200664496354241,2.7364397566664047e-07,7.438561802805628e-12,1.6137806328384887e-12,5.33532418126656e-24,7.109486811120855e-16,-1.6723418377541828e-24,247130.0,2345.4885807037354,37.0
0,0,0,0,0,91,181,978,2708,858.9475045788387,420.7952352495735,0.000848309497673698,2.703307103409907e-07,5.056748327408207e-11,7.866462095275997e-12,6.265927078592202e-23,-6.099422227660426e-16,1.4383801574763753e-22,263280.5,2391.7900964021683,37.0
0,0,23,86,116,184,220,602,2597,828.4910428312957,403.30165571734307,0.0008151274212151347,2.5282786152935816e-07,2.300221347213187e-11,3.600406876590336e-12,2.41048682906849e-23,7.389007610772695e-16,-2.219257799153009e-23,254271.5,2385.6134711503983,37.0
0,44,12,21,106,184,251,735,2805,869.9326007158032,407.5391469988302,0.0008523394552656789,2.9762489594673196e-07,4.2208464605480654e-11,5.354133044492142e-12,2.265097535172391e-23,-4.1629968479924815e-16,-7.723549988941353e-23,264269.0,2565.454090833664,37.0
0,0,0,33,58,100,120,720,2571,784.3099169589007,400.75103970351165,0.0007772435216603282,2.0740702104837802e-07,5.925921946628223e-12,1.0054869909293164e-12,2.2732970637726803e-24,3.6427793386635556e-16,-9.25270264168509e-25,243686.0,2167.606330871582,37.0
0,0,2,91,98,224,233,828,2683,880.5931519941792,413.83334636728193,0.0008534271229166655,2.966522682467906e-07,4.6168479023972096e-11,1.057534202665249e-11,1.9934226646308474e-22,3.640496165164548e-15,1.2193117317695814e-22,270784.0,2561.537351131439,37.0
0,0,0,0,0,55,174,528,2963,834.6865165327556,386.4955251893223,0.0008335214704910557,2.907350597082104e-07,1.8430455315360307e-11,4.734104863195156e-12,4.2662768119573225e-23,2.2265272982162467e-15,-1.1634070071470267e-23,247812.0,2195.4154250621796,37.0
0,42,13,8,45,155,326,677,2677,814.1748152619226,394.17810524602777,0.0008192766474064327,2.582028629088502e-07,2.1378917841916282e-11,2.7030411852949627e-12,1.1334241740215882e-23,2.337361692219689e-16,-1.7139420455106802e-23,243761.0,2371.831726551056,37.0
0,0,0,0,0,68,351,922,2406,834.1395743739382,394.67880872854175,0.0008238562139194056,2.7295292774349693e-07,2.4115925645989316e-11,5.4978752128039045e-12,6.11996756296391e-23,2.524987965280103e-15,-1.6193779318042328e-23,252356.0,2283.2875702381134,37.0
0,0,0,77,125,219,296,563,3016,928.6418066830333,384.4208149150005,0.000913753531847802,4.1783381591156923e-07,3.1328842498330204e-11,1.0231696285105282e-11,1.7746243716511836e-22,5.720452959634352e-15,4.5435706672949353e-23,269793.5,2616.6773985624313,37.0
0,0,0,0,0,195,162,446,3062,848.399933954034,405.09926260142163,0.000836800113922849,2.767540727210517e-07,3.763001025318094e-11,6.109501308404908e-12,5.785827972704257e-23,7.144992037082279e-16,-7.234425049749409e-23,257878.0,2307.807341337204,37.0
0,0,0,0,0,80,400,1199,2108,788.9708986185693,422.1970287210764,0.0007956419579813229,1.948379865569653e-07,3.384432337524103e-11,3.0659922326312444e-12,-9.886793344719334e-24,-1.0085466681218614e-15,-2.962579589125724e-23,245677.5,2267.1626797914505,37.0
0,0,0,73,185,271,536,1011,2536,1010.4406272483003,306.97442586141767,0.001262822106057067,1.101265910951618e-06,2.11118585599276e-10,1.0966373927500869e-10,1.6550806203654088e-20,1.0781254556865356e-13,-2.1214503846031598e-21,215223.0,2859.100840330124,32.5
0,0,45,62,133,218,405,614,2636,882.7493480903391,301.4105101559236,0.0011250066292997896,7.922394337296394e-07,1.5307844709438668e-10,6.752368634434645e-11,6.728788110082798e-21,5.15213554608968e-14,-1.360803840049611e-21,188489.5,2515.377970814705,32.5
0,8,52,42,130,173,567,968,2623,997.9504125576541,289.52579850133935,0.0012532071710667897,1.1206782543417035e-06,7.958016510460766e-11,5.3999756369019517e-11,3.53799088249559e-21,5.711205831326193e-14,1.1602597233882015e-22,209964.0,2762.9099345207214,32.5
43,55,21,43,154,184,372,879,2868,963.7023483042129,279.89851456476845,0.0012326203186757007,1.0833490117178889e-06,1.3641887315849584e-10,8.262147093085298e-11,8.771415692652243e-21,8.598944083734755e-14,-4.9513936782831395e-23,199037.5,2801.3190957307816,32.5
0,0,21,80,105,190,565,1023,2252,887.1413631136722,299.193820177765,0.0011077177993800656,7.76980287084277e-07,9.400806160071679e-11,4.774448866634863e-11,3.153864126468431e-21,3.8837949175216747e-14,-5.3341891085069855e-22,192844.5,2526.1576274633408,32.5
0,0,23,42,161,208,371,773,2605,944.2208198989041,296.0266188060167,0.0011937795843878815,9.606075674862441e-07,1.5968147816812167e-10,9.181407632962668e-11,1.1073524281271168e-20,8.542659689013153e-14,-9.832503361563657e-22,199935.0,2607.787132024765,32.5
0,0,4,63,202,192,334,534,3006,952.9955585607596,307.1017922099854,0.0012202344815974504,9.813812826575533e-07,1.7660005822863302e-10,9.407484083808124e-11,1.1926767256071822e-20,7.793090815261813e-14,2.1872444056895575e-21,200192.5,2699.152575135231,32.5
0,0,27,52,105,253,337,789,2599,885.5853837512647,312.311769449695,0.0010825480910702909,7.107503277729407e-07,7.369436104492146e-11,3.4288419310951555e-11,1.6866645369238507e-21,2.3598939179994873e-14,-3.549434880099319e-22,198563.0,2522.2236428260803,32.5
0,0,4,64,102,156,529,1132,2133,903.3766804502234,303.2675485179542,0.0011095407101003741,7.828449209297893e-07,7.484826719864181e-11,4.0408264289973675e-11,2.2217947089179017e-21,3.5158763966846556e-14,-4.579679662885617e-23,199499.0,2568.87544465065,32.5
64,33,40,43,116,179,407,1034,2869,989.6202205890484,286.72165741051583,0.0012673004781683583,1.1470741930465318e-06,1.0442263120566435e-10,7.149751501347657e-11,6.161057398921238e-21,7.439699811973566e-14,4.544950950571853e-22,204055.5,2838.5840336084366,32.5
0,0,59,121,277,268,568,1111,2360,948.310599958006,330.55898018527387,0.0012013073912851622,8.85489050228537e-07,2.420851160528095e-10,7.951809270012224e-11,9.511508890962344e-21,3.808300712026378e-14,-5.590377648308456e-21,204523.5,2942.2795535326004,32.5
0,0,0,39,83,185,376,981,2049,897.3377568842922,280.17657497156637,0.0011424351216380475,8.826108573483982e-07,5.545037080255756e-11,2.5483044964744498e-11,9.48227841073643e-22,2.2011983444657418e-14,1.3592111609449693e-22,188593.0,2305.831726551056,32.5
0,5,36,120,120,137,340,931,2635,898.2211719378197,315.492878128055,0.001116131543747312,7.586060214194034e-07,1.7311746889761213e-10,6.672407054026357e-11,6.849499456445694e-21,4.451584444041841e-14,-2.1239203585919707e-21,197898.5,2624.4074083566666,32.5
24,55,34,42,155,242,393,1367,2494,964.4657885064273,304.36243912761165,0.0011617059085564506,9.049287361731609e-07,2.809814429975484e-11,1.5484823599548896e-11,3.205773263182328e-22,1.3144827709112367e-14,3.9460199066127056e-23,214511.0,2947.277465581894,32.5
0,0,24,49,190,234,424,1179,2407,911.7775058942212,320.68807105736346,0.0011418527519795963,7.928954765995793e-07,1.036374296747703e-10,3.334419548738341e-11,1.6672561435362108e-21,1.377288902016867e-14,-1.0307443500355794e-21,199343.0,2721.8216218948364,32.5
0,1,56,48,114,133,463,1025,2817,1046.2984431342395,289.4451809081142,0.001359703454950436,1.3604571255279005e-06,2.155804936314052e-10,1.7144792413528314e-10,3.296118270795383e-20,1.9993914258755223e-13,3.816288445698388e-23,211201.5,2854.1475228071213,32.5
0,29,25,72,134,182,345,845,3770,1065.8794804046645,424.8160429435683,0.0009653634257010294,4.909928585918775e-07,4.855974854999113e-11,1.756156092751336e-11,4.924245862382606e-22,9.756676244232721e-15,-1.4326233941254677e-22,332841.5,3281.510001540184,47.5
0,0,55,61,174,122,274,927,3677,1054.4684113866695,412.3573350087857,0.0009869626080040413,5.258257867112135e-07,4.8720060408210475e-11,2.773668135120741e-11,1.0188482699356383e-21,1.9895105302040692e-14,3.950018925834986e-23,316956.0,3168.591173887253,47.5
0,0,41,53,186,162,280,785,4085,1120.5418794472812,409.6905371943825,0.0010420862872464259,6.341455213979911e-07,5.390606143279376e-11,3.384404054919929e-11,1.4437547480744663e-21,2.651940085223835e-14,7.261936013323708e-23,333334.5,3327.686626791954,47.5
0,18,34,45,122,218,354,995,3529,1045.2168332906367,422.73672918044775,0.0009558200725916929,4.7207461955421397e-07,3.338581973493412e-11,9.684831199195605e-12,1.5094624534754656e-22,3.5297156987605e-15,8.684954068625122e-23,324591.0,3163.8703923225403,47.5
0,36,16,6,180,224,289,923,3486,1077.4076062855725,421.3498848992686,0.0009753888308858315,5.135321165451949e-07,4.841534337368322e-11,2.0380588712191022e-11,6.284255681125801e-22,1.271798184205811e-14,-1.222255801048363e-22,334946.0,3134.3556735515594,47.5
0,14,57,35,159,127,278,992,3610,1051.7339799481756,414.0963357629049,0.000974118841868034,5.078502667645236e-07,3.368361830866838e-11,1.9602492543678474e-11,5.029057095120857e-22,1.3609605309132316e-14,-2.836610829806846e-23,320066.5,3182.9170747995377,47.5
0,0,48,54,151,152,336,858,3800,1074.4064321140295,414.64829678071044,0.0009907233592581206,5.385470198504916e-07,2.5516106856800096e-11,1.8167220473875958e-11,3.910618560817545e-22,1.3290866770602459e-14,8.157990313208675e-24,326695.0,3218.390163421631,47.5
0,0,0,30,205,144,232,892,3461,1092.819498178913,396.59376895282355,0.0010341535556754947,6.295672612824371e-07,7.70720152388525e-11,4.4963622806539544e-11,2.6467594038638338e-21,3.565795738137164e-14,2.887135494722082e-23,318964.0,3079.478476047516,47.5
0,57,41,22,120,208,280,890,3761,1062.138600574639,419.4139008441828,0.0009660051389732525,4.975730374553912e-07,3.51562473913753e-11,1.561530318640749e-11,3.624258823784029e-22,1.001331819111122e-14,-5.008383232040718e-23,329438.5,3245.6033664941788,47.5
0,27,52,31,135,151,309,828,3911,1072.8714118714615,416.5454748779449,0.0009880388915417015,5.317094654799754e-07,3.9835810840477734e-11,2.317982910854997e-11,7.023357305636331e-22,1.6616032681958455e-14,5.352238516409904e-23,327148.0,3229.1353302001953,47.5
0,0,0,87,188,189,343,943,3619,1098.0996657608284,415.13917006474355,0.0010105249655025742,5.742470737703694e-07,4.9505837232475395e-11,2.0106874333299032e-11,6.103235592215714e-22,1.1739168586639527e-14,1.7301711787190012e-22,332845.0,3307.5760169029236,47.5
0,0,6,55,120,191,286,779,3388,997.3662521311794,434.97859303846076,0.0009024303571555333,3.769905642836639e-07,4.411826016320781e-11,7.274003461373058e-12,6.922362677092869e-23,1.68812372005714e-16,1.1039989346508734e-22,320276.0,2925.3363406658173,47.5
0,8,46,44,125,151,339,903,3565,1041.9623541689164,410.2063086306255,0.0009668729982891091,5.003893516968803e-07,3.395297518145007e-11,1.4478077078343613e-11,3.130402792854017e-22,8.801995299897282e-15,7.104142617319722e-23,316598.5,3101.686626791954,47.5
0,30,19,63,142,129,270,755,3915,1102.3529974194457,417.61189161164964,0.001020980500115866,5.847719838132847e-07,9.142679424461625e-11,3.739837391274258e-11,2.1121752145250406e-21,2.3200257078610708e-14,5.665324135327502e-22,332176.5,3241.225730776787,47.5
0,0,24,34,187,211,306,680,3964,1107.0583896640237,417.9789890972843,0.0010191533883805092,5.849866042932754e-07,6.625048417956561e-11,2.947999680106418e-11,1.2771726781484477e-21,1.9004811673639976e-14,2.57254246101514e-22,335337.0,3299.433881521225,47.5
0,0,15,113,185,173,288,825,3638,1011.6713569471831,436.2490545469465,0.0009219486599501914,4.0048621490550446e-07,3.4500756711898745e-11,9.30197209741101e-12,1.3755685555614986e-22,2.6799093272350795e-15,9.405686812279041e-23,321316.0,3158.1546630859375,47.5
0,0,0,20,78,108,372,810,3069,1037.0224037298967,335.9746863030605,0.0011454666489550598,8.608969100221026e-07,6.145281305437169e-11,1.5229250620128253e-11,3.376102911967221e-22,4.200181349414772e-15,3.2105774701775667e-22,253072.0,2704.4002680778503,37.7
0,0,2,114,110,85,277,592,3190,994.4010794978333,318.1806841739346,0.0011490739066074688,8.75415954171813e-07,9.15129123671931e-11,5.126630797685724e-11,3.4920524589832014e-21,4.4658040935626143e-14,-3.6879209701072105e-22,231336.0,2681.22869515419,37.7
0,0,18,92,120,125,350,465,2818,862.233859480298,332.47022397288146,0.0009680584464814271,5.147412825186249e-07,4.681921824183271e-11,1.1473705135409227e-11,2.3250195986868525e-22,4.790819803807996e-15,-1.2908017765816065e-22,215171.0,2400.6601536273956,37.7
0,0,0,0,91,141,224,847,2901,1015.2966255370568,327.9679205091977,0.0011474067926644487,8.659735123126554e-07,6.498941416871366e-11,2.320305546749394e-11,8.370431277928117e-22,1.3676557557470657e-14,3.3348645737830382e-22,242047.0,2640.674434185028,37.7
0,0,13,71,153,156,311,751,3440,1111.4994270055327,317.9634380077471,0.0012776381259344601,1.1758074130196644e-06,9.401826155176873e-11,6.419126484481672e-11,4.973561552384367e-21,6.601520409641939e-14,-3.6281848013323366e-22,255086.5,2981.0937000513077,37.7
0,32,35,64,134,229,300,935,3029,945.1518540379926,364.9800127926165,0.0010436486274135158,5.971934467044883e-07,1.1128916496503153e-10,2.029489351421963e-11,5.049076156301435e-22,1.2736541092539508e-16,-8.217951653787895e-22,239829.0,2886.3312883377075,37.7
0,0,0,133,96,77,300,463,2812,874.1993229149134,331.19391661091635,0.0009808431945680209,5.396693025996223e-07,5.0622950072406427e-11,1.1598517946793108e-11,2.3449365864818587e-22,4.49614946623913e-15,-1.5491804847017036e-22,217346.5,2374.902794241905,37.7
0,25,53,82,104,143,273,607,3655,1075.0479242154465,343.52328260702546,0.0012249480732338303,9.9594766453108e-07,1.9830565986998922e-10,5.328803574003565e-11,4.388520244103708e-21,2.1503126017324905e-14,-3.2784150525457636e-21,253545.0,2983.3952157497406,37.7
0,5,76,80,101,166,320,604,3488,1060.3275314284003,347.99252858795467,0.001191012682850299,9.204305865431398e-07,1.7600250509909782e-10,3.767403497566381e-11,1.9382206404940334e-21,6.4942358332187295e-15,-2.377920584123567e-21,254975.5,2980.8094292879105,37.7
0,0,34,50,166,160,341,1032,3155,1119.1021916066973,324.2787129463814,0.0012764196186907555,1.1635387812596058e-06,7.474468367053193e-11,4.86261784443e-11,2.925198740472806e-21,4.918850055539195e-14,1.926677306359094e-22,259367.0,3068.321183681488,37.7
0,9,47,104,83,113,239,1000,2915,967.9180688493574,363.88143094163405,0.0011011046725133557,6.862503439801927e-07,2.3407456756139534e-10,4.978757644677748e-11,3.6122778554042505e-21,9.89948056498903e-15,-3.9798780899094444e-21,236806.0,2772.365778207779,37.7
0,0,56,43,159,258,363,747,2929,970.8737602178744,346.38905991389083,0.001082189914328913,7.018933863129081e-07,9.778232255670177e-11,1.781853969710728e-11,3.6785336761947303e-22,2.2735152524001188e-16,-6.464339866644532e-22,239428.0,2791.5129659175873,37.7
0,0,29,19,92,243,280,520,2895,918.4292815912682,359.71502863681843,0.001023326804360725,5.641896385954569e-07,9.426018545688768e-11,1.5086635738191998e-11,1.2316662794733817e-22,-2.8888447150420563e-15,-5.554297968098281e-22,231906.5,2564.0987523794174,37.7
0,24,44,50,98,135,306,955,3356,1122.7261462448594,317.7874064937621,0.0012806751249818443,1.1896006813357967e-06,5.7398872409074235e-11,4.449530925348463e-11,2.2483067053418047e-21,4.773010007288138e-14,3.963368578673895e-23,259251.5,3058.5394390821457,37.7
0,0,9,65,153,155,374,562,3296,1042.5881932695952,306.05033268823297,0.0012240304157029546,1.0605184814124153e-06,9.633721402466565e-11,6.437789235179456e-11,5.068224235672866e-21,6.616214679011685e-14,1.3159839297564835e-22,235188.0,2766.115997314453,37.7
0,0,20,28,194,233,415,814,3063,1053.7526696306434,324.40025816595613,0.0012015073147914463,9.870054158033962e-07,1.2185487318754088e-10,6.245286145348076e-11,5.378815803379754e-21,5.57305844242561e-14,8.664888843123979e-22,246712.0,2910.591173887253,37.7
0,0,26,81,114,100,291,786,3306,1036.3912737984153,342.31886497839133,0.001142462690071355,8.421805970566778e-07,1.090495808084752e-10,4.242001310085772e-11,2.735919133882083e-21,2.85868095315866e-14,-9.158762838383653e-22,254335.5,2828.8094292879105,34.5
28,18,11,97,210,173,281,955,2713,869.5363575949128,392.25353106052796,0.000927010409063167,3.764036632739649e-07,1.0739403632916595e-10,2.835698021111912e-11,1.345996870720354e-21,1.1062300799715672e-14,-7.982046763053566e-22,239426.5,2718.4317935705185,34.5
0,0,27,21,63,134,367,674,2907,947.6443235416897,356.02714625454223,0.0010166552666395201,5.854633369305926e-07,8.870735059729708e-11,2.356745702842474e-11,9.405170691134018e-22,1.0662281246573939e-14,-5.259305263918048e-22,245936.0,2576.6845388412476,34.5
0,0,0,42,36,182,244,700,2991,881.6831552705897,369.4946582744504,0.000979362834452741,4.716237676320943e-07,8.712100644814384e-11,1.4066339561231056e-11,1.0776890812294656e-22,-2.507967280906194e-15,-4.804793645268657e-22,227626.0,2487.630716085434,34.5
0,0,12,93,95,224,383,705,3283,1018.655637977606,342.86798355169486,0.0011109779114678565,7.829860069973677e-07,6.807111725758576e-11,3.37685179369125e-11,1.6016775504359452e-21,2.623380525882896e-14,-2.3626532158877528e-22,253585.5,2861.530210852623,34.5
0,0,34,90,95,106,242,573,3443,1046.8152974153018,329.27182272784916,0.0011569128936653578,8.998330430675673e-07,8.746047136299318e-11,4.63236200752674e-11,2.926347841643332e-21,4.0754242106368486e-14,-3.6122198575850183e-22,253912.5,2793.7211166620255,34.5
