@relation sheep_weight

@attribute Eucl_A_B real
@attribute Eucl_A_C real
@attribute Eucl_A_D real
@attribute Eucl_B_C real
@attribute Eucl_B_D real
@attribute Eucl_C_D real
@attribute EquivalentDiameter real
@attribute AspectRatio real
@attribute Extent real
@attribute Solidity real
@attribute Area real
@attribute Perimeter real
@attribute K_0_19 real
@attribute K_20_39 real
@attribute K_40_59 real
@attribute K_60_79 real
@attribute K_80_99 real
@attribute K_100_119 real
@attribute K_120_139 real
@attribute K_140_159 real
@attribute K_160_180 real
@attribute Hu_0 real
@attribute Hu_1 real
@attribute Hu_2 real
@attribute Hu_3 real
@attribute Hu_4 real
@attribute Hu_5 real
@attribute Hu_6 real
@attribute Major_axis real
@attribute Minor_axis real
@attribute Weight real
@data
1072.305926496725,965.8001863739725,422.62276322980995,250.2039168358481,744.8556907213638,725.159292845372,652.8222043975194,2.2041237113402063,0.6455951703586549,0.9060649125656435,334718.5,2831.81448161602,0,0,0,71,40,79,267,681,3564,0.0009304132752997977,4.477798305309006e-07,3.639349513076813e-11,1.3449269734675193e-11,2.8958167070626515e-22,8.015192374515594e-15,6.839921043729893e-23,1047.052670496176,423.1495829503777,47.5
833.9796160578506,372.10348023097015,430.10928843725287,562.2499444197393,554.8621450414508,465.3482566852486,607.7832942551204,1.7811158798283262,0.7501072961373391,0.9644361339649298,290126.5,2303.99110686779,0,0,0,8,64,83,177,836,2654,0.0007536717642920304,1.7053984545901468e-07,7.405923801434612e-12,1.123443640846023e-12,3.0798074008380687e-24,4.2046825362905966e-16,1.0078916886246589e-24,832.3904396606716,449.83151374123827,47.5
993.4430028944792,390.3857067055606,446.2689771875253,700.1785486574121,599.4372360806426,385.5191305240247,591.4698390881636,2.533678756476684,0.7278282844337074,0.8722917576094289,274761.0,2697.027684688568,0,0,0,87,100,122,249,565,3269,0.0010005568220372739,5.785100186847187e-07,5.608589129945726e-11,2.789263004307585e-11,1.102399248189367e-21,2.1135900702673366e-14,4.247380436368292e-23,995.6905523862065,367.53060121013993,35.5
987.0410325817261,450.7083314073526,867.889969984675,654.7854610481207,299.26743892378266,671.6107503606535,601.4356226398386,1.995959595959596,0.5809062282746493,0.8402693258129538,284098.0,2729.537351131439,0,0,0,2,96,134,352,789,3093,0.0009710262396651326,4.726746094610967e-07,9.503694448959481e-11,2.06454326950426e-11,6.303654991687318e-22,3.778206713336167e-15,-6.625283666619735e-22,982.4641521254807,406.2002570105076,35.5
945.3771734075242,364.5394354524624,903.2319746333164,686.9272159406701,158.90248582070703,700.392033078618,592.2426809711288,2.3137254901960786,0.7152487848953141,0.8778852067724882,275479.5,2656.133242249489,0,0,0,49,163,156,257,510,3294,0.0009605568417692379,5.038946836693204e-07,3.785092719030432e-11,1.7502008346409486e-11,4.50236770244077e-22,1.233249054264784e-14,-1.4629182335523361e-23,970.9537240688213,376.15351043965774,35.5
740.8920299206895,468.55736041599005,667.5866984894171,449.13806340589747,318.2153358969363,599.3880212349926,574.3932106229379,1.2706896551724138,0.6061959013708885,0.9105698342083254,259124.5,2466.3830231428146,0,29,17,25,119,119,565,719,2415,0.0007433873328444243,1.2241072505540525e-07,2.6647190750605666e-11,1.9957163377273735e-12,-7.504834682061278e-24,-2.90849686037411e-16,1.2469488495308885e-23,761.7624569702863,457.02343116236943,35.5
752.9276193632427,463.2763753959401,687.3732610452636,470.67292252688594,308.01623333843946,613.1794190936288,573.1422012232547,1.2825342465753424,0.5898206741408636,0.88893674349053,257997.0,2460.826674222946,0,0,47,81,58,132,279,1035,2448,0.0007604732250408091,1.406879995018562e-07,3.191701137979834e-11,2.5253202848170633e-12,-1.129310477653841e-23,-3.386735735766651e-16,1.9658988937107528e-23,774.6739222204432,451.2988385886349,35.5
937.8112816553232,813.977886677519,401.96641650764803,285.0438562747845,623.6449310304703,614.8178592070989,579.3257326883733,2.2280285035629452,0.6674989490957158,0.9079210683126268,263594.0,2514.317007780075,0,0,0,34,136,124,211,516,3039,0.0009031801828244312,4.045396761246714e-07,2.2047311027493157e-11,8.719009705037244e-12,1.1907842648404268e-22,5.209119338018425e-15,2.0830863084912314e-23,911.6714372025971,379.8070191746951,35.5
968.1492653511648,428.0432221166456,273.80467490530543,643.2868722428586,769.3529749081367,417.5284421449633,589.6663809245327,2.4593908629441623,0.7152907649835248,0.8966552076253518,273088.0,2667.3708305358887,0,0,16,53,112,212,342,420,3077,0.0009676972710577022,5.145310657888298e-07,5.5707269889851655e-11,2.1760590278900783e-11,7.511402811329222e-22,1.4646184339557855e-14,-9.901583802665574e-23,970.9449404838899,374.28430966325834,35.5
784.3328375122388,758.3165565909793,366.17482163578643,142.86357128393507,538.5851836060847,577.1100414998858,550.4466742756122,1.8657074340527577,0.7335077953061715,0.9457193669213421,237969.0,2168.1504871845245,0,0,0,0,96,110,285,408,2418,0.0007945026953126578,2.3262755098665174e-07,5.866517197077817e-12,1.5339616877370662e-12,4.599794223192562e-24,7.388649890183452e-16,1.3006113171790123e-25,788.8573483217831,390.0696014870666,35.5
1014.1602437484917,402.2449502479801,346.15170084805305,672.7882281966592,769.5466197703685,393.4488530927495,594.5123475763623,2.594871794871795,0.7033419479071653,0.903623674325037,277595.0,2764.743413925171,0,0,26,115,130,135,214,654,3137,0.0009837619936782485,5.447272612985585e-07,5.2147409012175135e-11,2.0651821098134245e-11,6.651939787769131e-22,1.3734377140772794e-14,-1.2972654539964914e-22,989.6180372794113,373.83627851129313,35.5
983.3493784001696,450.34764349333506,394.82781057063346,658.6387477213893,635.094481160087,399.09146821248885,591.4122523547637,2.467171717171717,0.7100366510550749,0.8692395073916566,274707.5,2699.755606532097,0,0,15,86,86,140,214,594,3261,0.0009808876633272856,5.413654670393682e-07,4.790540793599887e-11,2.3734118859287823e-11,8.00291755991062e-22,1.7453849744601257e-14,3.2574920236788307e-24,982.9368049954569,371.4202403230235,35.5
865.4368838915984,658.1078938897482,368.38295291720544,279.5084971874737,630.2578837269709,535.3503525729669,568.8094355337269,1.8980044345898004,0.6582231593343971,0.9352528312164385,254111.0,2375.2631850242615,0,0,5,76,97,147,222,460,2755,0.0008278739572164837,2.701046954787727e-07,2.2461206539446626e-11,2.285277868527078e-12,-4.062540906580955e-25,-4.964263846950194e-16,1.6367838451468634e-23,837.5182940769486,400.49964321272336,35.5
973.0046248605399,402.7964746618322,404.5503676923307,648.753420029521,648.6393450909372,388.0051546049356,591.0730765131694,2.5038560411311055,0.724208601003996,0.8848716352836085,274392.5,2666.3586379289627,0,0,0,65,98,129,396,583,2960,0.0009846340780276892,5.508571801197811e-07,4.681331969593777e-11,2.130882427584848e-11,6.724643756699258e-22,1.5608038278811224e-14,-2.7188261467556354e-23,985.266423958749,369.17112895966267,35.5
837.7738358292171,379.16355310076943,797.8702902101319,580.5824661492974,224.01785643113362,640.7152253536668,572.2924000815385,1.8177874186550975,0.6658568847426214,0.9232907639517021,257232.5,2308.5352631807327,0,0,0,0,32,86,221,543,2996,0.0008682448323376257,3.283963497306636e-07,3.2783802116752957e-11,4.373365929586122e-12,1.265024313726045e-23,-4.770165357352658e-16,-5.0815545069474814e-23,871.3790180510625,394.34586325815087,35.5
739.0818628541766,354.24426600863984,700.0942793652866,556.4862981242215,275.9601420495358,656.5188496913094,578.5400374219638,1.2797202797202798,0.6278409090909091,0.9157474513656291,262879.5,2427.63785636425,0,0,2,88,80,143,279,817,2528,0.0007543345540580873,1.3019425345099952e-07,3.285414474566847e-11,2.633136345955577e-12,-1.3402186816242895e-23,-4.686120973577181e-16,2.0498452750446376e-23,774.8476734158376,460.28403440782716,35.5
929.9903225302938,449.22711405256916,699.837838359716,652.9081099205308,276.9205662279348,543.3102244574457,584.9397231833537,1.9785407725321889,0.6254538556785492,0.8868704136709938,268727.5,2607.99110686779,0,0,0,32,143,175,211,648,3172,0.000872009406862251,3.162866145617809e-07,5.033926375276201e-11,5.1782330280040425e-12,-2.4433957624981253e-23,-1.897969522272918e-15,-7.99535526221624e-23,888.6674097279688,412.87176323255244,35.5
825.2829817704954,657.4655884531144,390.6161799004235,302.00165562460086,555.932549865539,539.8814684724787,557.9421379054273,1.7741935483870968,0.6373255131964809,0.9281474746746184,244494.0,2240.518018245697,0,0,0,14,127,109,151,365,2777,0.0008035222671888076,2.3784809444795983e-07,1.5791995758066266e-11,1.89888543824142e-12,4.377344088172585e-24,4.410914845678188e-17,9.43216035342375e-24,804.0946460415933,397.67733883380083,35.5
942.7921297932011,766.0926836878159,345.30131769224397,225.0,775.3192890674138,668.8325649966515,612.4760629020963,1.6666666666666667,0.6062222222222222,0.853945480631277,294624.0,2750.5079135894775,0,0,0,0,117,132,412,1136,2735,0.0008851504734374727,3.103705015903247e-07,5.970299753516519e-11,5.2772320110254654e-12,-7.330797258644077e-23,-2.867027245578181e-15,5.831197169452089e-23,932.9300685735376,444.9300322261744,49.0
1085.0557589359175,1057.166968836995,420.05951959216446,307.0504844484047,743.6800387263329,815.865184941728,644.3410620689576,2.1420118343195265,0.5922208782387278,0.8325941359561435,326078.0,3194.414548635483,0,0,24,51,109,178,329,999,3468,0.001145684514972374,8.362781058598571e-07,1.3306773632184887e-10,4.8629659122417646e-11,3.671135964699472e-21,3.2367498344823314e-14,1.3512053990434616e-21,1173.1495454299381,393.0049744782152,49.0
1013.9842207845248,943.7271851546928,439.04555572286574,247.2023462671825,674.0511850000711,701.5924743039936,616.8354666131341,1.990138067061144,0.584156790072777,0.8821560251864928,298833.0,2923.0175800323486,0,0,11,80,133,154,281,905,3185,0.0010246729921376116,6.041879805778489e-07,8.724711118831939e-11,2.8639993035960494e-11,1.3324910062940908e-21,1.5664878119220948e-14,5.235177835205561e-22,1050.3200441806384,389.16013895260494,49.0
