@relation sheep_weight

@attribute Eucl_A_B real
@attribute Eucl_A_C real
@attribute Eucl_A_D real
@attribute Eucl_B_C real
@attribute Eucl_B_D real
@attribute Eucl_C_D real
@attribute EquivalentDiameter real
@attribute AspectRatio real
@attribute Extent real
@attribute Solidity real
@attribute Area real
@attribute Perimeter real
@attribute K_0_19 real
@attribute K_20_39 real
@attribute K_40_59 real
@attribute K_60_79 real
@attribute K_80_99 real
@attribute K_100_119 real
@attribute K_120_139 real
@attribute K_140_159 real
@attribute K_160_180 real
@attribute Hu_0 real
@attribute Hu_1 real
@attribute Hu_2 real
@attribute Hu_3 real
@attribute Hu_4 real
@attribute Hu_5 real
@attribute Hu_6 real
@attribute Major_axis real
@attribute Minor_axis real
@attribute Weight real
@data

743.9119571562215,562.5531086039788,412.4196891517184,296.90570893803977,534.072092511863,541.3612472277638,553.7422323066347,1.3942857142857144,0.626664064532917,0.8965508255309644,240827.0,2338.2337474823,0,0,0,40,77,189,535,844,2219,0.000753943741225643,1.4146250772648156e-07,1.531408733113595e-11,1.4160117479351108e-12,-4.0322209385631076e-24,-4.538149029713315e-16,5.217414100857422e-24,746.6840029523702,431.75146360031806,34.8
762.2919388265889,620.6971886516001,393.0801444998208,241.9008061168875,559.4506233797581,554.3365403795784,558.3755548709831,1.4305019305019304,0.6379618484881643,0.9066502768557481,244874.0,2396.518018245697,0,0,0,41,129,180,607,1131,1908,0.000755929352364268,1.4542531725076612e-07,1.955431478795863e-11,1.4290307629856908e-12,-5.9726544738981046e-24,-5.198175546221418e-16,4.625156427111514e-24,755.3443044927769,433.49673437141536,34.8
950.7181496111242,275.0363612324741,380.25517747954467,778.0231359027828,645.0310070066399,400.2161915765028,583.9026937009544,2.443298969072165,0.7279989886467441,0.8996532759043552,267775.5,2617.932231783867,0,0,15,45,121,146,260,686,3060,0.000984639204209464,5.45726558750194e-07,5.440213442287246e-11,2.2782006961390744e-11,7.986066959393474e-22,1.642610242871846e-14,-7.412991996365736e-23,972.3572937562022,367.3000604169132,34.8
761.0657001862586,771.0726295233154,395.77897872423694,260.78343505675355,489.41189196830925,627.2001275510074,562.1831427496611,1.5582822085889572,0.6661648122205583,0.9061605042154853,248225.0,2418.091612100601,0,0,0,33,92,256,448,901,2263,0.0008285502580370181,2.553043065022395e-07,3.174345871198818e-11,5.274993078113955e-12,3.746420467326603e-23,4.537234360432672e-16,5.70589638177298e-23,823.5983683332748,405.4628041127083,34.8
952.5313643130078,299.0401310861136,748.2579769036879,756.6828926307242,266.1766330841233,618.8642823753847,593.2742533993771,2.1934731934731935,0.6847845742638516,0.896005185965481,276440.0,2687.145434856415,0,0,0,28,109,248,255,670,3163,0.000993311935055631,5.576998690261964e-07,4.7869246372849454e-11,1.8536682135318776e-11,5.413855026780591e-22,1.2455611121769468e-14,-1.0862020764769522e-22,992.7375342230424,373.65586873445335,34.8
809.3608589498259,786.3364419890509,380.81622864578657,113.46365056704283,577.3820225812369,607.1737807250903,561.0575363756946,1.9491525423728813,0.7436331643932445,0.8920785952302344,247232.0,2448.518018245697,0,0,0,28,120,226,393,962,2332,0.0008606596656696877,3.1576266879330285e-07,2.602793320677726e-11,6.816381019621395e-12,8.009574666590571e-23,2.691588552657649e-15,4.275481586447214e-23,848.8802033938399,388.998418754848,34.8
881.4834088058607,671.2570297583483,294.5522025040723,296.9393877544709,691.3826726205973,570.9614698033485,558.4644777977983,2.0091954022988507,0.644288382124727,0.9021342417825247,244952.0,2434.920039176941,0,0,0,22,92,275,477,894,2272,0.0008909715515654593,3.782749027433312e-07,3.007893222100179e-11,9.34908569799043e-12,1.5677780557244197e-22,5.7450323925625584e-15,1.954068928541959e-25,869.3950685241406,372.13727369281713,34.8
792.3951034679606,553.2178594369491,411.54951099472834,278.89065957826557,573.4849605700223,473.64649265037315,552.6011607220257,1.687912087912088,0.6863424336080586,0.9051813774609986,239835.5,2420.2997628450394,0,0,35,17,138,273,472,733,2248,0.0007990623601802265,2.183240745228201e-07,1.8116004743562535e-11,2.5674244626697575e-12,8.709770439427197e-24,1.5810197134798706e-16,1.5189736972259165e-23,788.8382452260283,403.7964336197738,34.8
871.4826446923656,455.3295509847785,287.9600666759195,523.2561514210798,663.9736440552441,428.6210447469886,562.245421650409,2.174563591022444,0.7100368345192065,0.9022736729639516,248280.0,2461.7484662532806,0,0,17,30,118,239,450,755,2526,0.0008727739501535132,3.421134309709826e-07,3.3234802115922446e-11,7.463710631754018e-12,1.061136632625078e-22,3.2692425426591406e-15,-5.0579457140625314e-23,861.118358565156,382.6746111657529,34.8
865.9445709743783,393.8553033792994,604.312005507089,616.8841058091868,320.3700984798675,493.40145926010393,560.9270332015736,2.0400943396226414,0.6737839459046788,0.899312006317678,247117.0,2469.8906016349792,0,0,0,1,107,281,557,734,2435,0.0008624119850348903,3.107530491382898e-07,4.923561662595287e-11,9.340913371693192e-12,1.5664366300215503e-22,2.9082549137700197e-15,-1.2486293920050523e-22,847.8948786687671,392.95228942896483,34.8
759.9078891549949,630.3411774586839,410.2023890715411,199.6246477767713,581.2486559124245,566.3108686931587,556.9971485808617,1.4483430799220274,0.6392778341846841,0.9053236410383115,243666.5,2436.81953394413,0,0,1,46,164,156,544,906,2262,0.0007733958246861006,1.5702537621309415e-07,2.7940508261714768e-11,2.3311850421694425e-12,-1.1777251953845724e-23,-8.125374772805906e-16,1.467190442331404e-23,764.178364092215,433.92166292298714,34.8
713.6189459368354,647.5708455451032,400.23243246893423,227.437903613272,491.9044622688434,565.8356651891077,558.6240475473917,1.380859375,0.6770796499292786,0.9174647797694472,245092.0,2375.429705619812,0,0,0,24,159,179,599,1056,1878,0.0007194996393535347,9.657243269006251e-08,1.323133474832769e-11,6.849004302164973e-13,-1.671491378533142e-24,-1.1693753631071476e-16,-1.2070900337107027e-24,719.2205740771204,453.0137204036556,34.8
732.8471873453565,714.6642568367331,319.8655967746453,287.7846417027844,564.2490584839287,674.0066765247952,556.5643739582406,1.3505535055350553,0.6132115419514851,0.9011083846474374,243288.0,2241.606330871582,0,0,0,0,13,178,342,808,2371,0.0007836036293000066,1.848749296917692e-07,2.2008789516028488e-11,3.0445449814142334e-12,6.5110137921153765e-24,-2.7679812277045596e-16,2.4056377354569983e-23,777.6389999463141,419.7793538806218,34.8
886.8579367632676,655.4853163877891,407.0196555450363,292.7456233660889,624.3108200247694,518.9296676814691,570.9531685160734,2.0969267139479904,0.6823809104986394,0.9203008599850828,256030.0,2481.831726551056,0,0,1,38,153,181,260,604,2865,0.0008682421881818315,3.270676344636104e-07,4.126120013230803e-11,7.738842081696116e-12,1.0167769866517749e-22,1.743979626864521e-15,9.37296781497634e-23,869.1263277702805,394.2561595047592,34.8
871.7413607257603,844.52412635756,392.3901120058965,37.12142238654117,659.5187639483808,646.010061841145,567.4131805655002,1.9138321995464853,0.6793720647816789,0.9192684097254537,252865.0,2464.2337474823,0,0,18,26,72,242,496,656,2614,0.0008835632914605807,3.561957163784902e-07,4.043786179374747e-11,9.339561830094607e-12,1.5650673984496897e-22,3.592002428364211e-15,9.191836008856007e-23,875.7408768427,385.41973870511555,34.8
861.2049697952283,460.135849505339,274.4339629127561,586.7069114984074,626.8779785572309,429.31689927138905,571.2591573826835,2.123762376237624,0.7394138452306769,0.8976777418004724,256304.5,2556.417513012886,0,0,0,46,125,186,472,832,2603,0.0009138456843225207,3.878300369113875e-07,7.222825090914961e-11,1.7982066288948685e-11,5.618463302140756e-22,7.490997005619415e-15,-3.2296449173267707e-22,898.3075264906029,390.97971939953743,34.8
1008.9068341526882,906.8412209422331,465.2364989980902,308.36666486505965,616.0779171500956,641.038220389393,617.4812068612672,2.3013698630136985,0.6782701855475828,0.8760030071932765,299459.0,2795.8216218948364,0,0,19,24,47,129,319,808,3224,0.0009959870306641549,5.605304977964464e-07,5.0402266425692415e-11,1.8904269084913983e-11,5.697227316002504e-22,1.2015744539694916e-14,1.2619787767202721e-22,1034.4750633401204,389.47189053350706,37.5
962.8883632072827,383.83590243748694,758.023746329889,706.6540879383632,247.92337525937324,578.5862079241087,603.0038632088396,2.276190476190476,0.7112509962143854,0.9080319612344439,285581.5,2661.329200387001,0,0,0,19,76,189,359,418,3425,0.000979513838799038,5.340252085205268e-07,5.131343904252905e-11,1.656680683930199e-11,4.617803777823269e-22,9.758370958897602e-15,-1.4169159558365647e-22,1000.2341688378428,381.4551408360864,37.5
825.9691277523634,668.5102841392943,398.22104414508283,313.2107916403903,510.08332652616673,506.377329666327,562.2403263631086,1.9951690821256038,0.7260281784047443,0.9429699458014137,248275.5,2253.7657111883163,0,0,0,73,89,99,100,493,2742,0.000798448912184369,2.384359089080287e-07,5.6512800223479484e-12,1.0920814817832275e-12,2.3978984080993077e-24,3.613996719399574e-16,1.2691185313562713e-24,808.8923495271864,397.12737674890263,37.5
957.0752321526245,419.59146797807983,877.7043921503413,621.8199096201407,310.5221409175198,669.3549133307382,609.4903278253183,1.9511201629327901,0.6202639154042068,0.8792170299452445,291758.5,2727.152575135231,0,0,0,34,35,127,341,719,3185,0.0009667945465903671,5.023857562488811e-07,4.2194560437086056e-11,1.1447955131241431e-11,2.222078195183045e-22,4.884972629447903e-15,-1.1802121433420666e-22,1000.673205102128,392.66398509682267,37.5
936.01923057168,422.4038352098617,420.8432012044391,614.5022375874639,586.0076791305725,401.28045055796076,596.9003142765702,2.3308457711442787,0.7428957135347808,0.8810530591168988,279829.5,2675.99110686779,0,0,0,37,129,139,326,520,3238,0.0009410788115466218,4.632617072023194e-07,3.517137670012377e-11,1.5015893380380712e-11,3.4308598182941896e-22,9.845853719540019e-15,-3.7055701514731666e-23,964.2076665914917,386.40445595151346,37.5
