@relation sheep_weight

@attribute Major_axis numeric
@attribute Minor_axis numeric
@attribute Area numeric
@attribute Perimeter numeric
@attribute Weight numeric
@data
1025.9334868860965,384.4840344554681,292823.5,2787.377970814705,37.5
970.3218516830391,405.7760194920237,283391.0,2780.851059436798,37.5
956.5156713158632,381.20209683077206,273638.0,2667.0621745586395,37.5
898.2228350708511,387.2127202746421,261706.0,2512.542403459549,37.5
1001.048692828304,378.5410916200173,284227.0,2683.4885807037354,37.5
1008.3691579683184,375.2784692456531,282207.5,2842.8926895856857,37.5
992.8504065367626,387.47355556656703,285282.0,2724.7089240550995,37.5
953.308302371112,398.7577714702216,279105.5,2613.2947105169296,37.5
986.5012683867776,379.5246338407203,279900.0,2646.317007780075,37.5
807.0331279521358,382.3918867969909,225075.0,2432.6601536273956,21.7
746.9367446092189,395.9302168483177,217447.5,2257.221554875374,21.7
816.8746704375905,352.24050007988234,214842.5,2332.6773985624313,21.7
813.3832100065555,370.9829668114622,222341.5,2401.7900964021683,21.7
823.2844585204363,360.3257601549205,220157.0,2384.6357684135437,21.7
606.9671177196016,474.675689325301,217126.5,2125.505825638771,21.7
825.364028749112,358.0423739921253,217998.0,2435.5718410015106,21.7
584.7285658866209,494.63714038375724,207979.0,2274.317007780075,21.7
818.7917524323166,362.2385890589225,220767.5,2343.530210852623,21.7
828.7056718081134,374.33932268785657,226687.5,2390.5596483945847,21.7
830.3521366313148,353.5504409932183,219113.0,2365.3708305358887,21.7
617.6809321150678,463.4398794365832,215040.0,2128.8022890090942,21.7
638.9265759066936,453.73926376295674,206587.5,2277.044929623604,21.7
776.4039834397182,362.90715662745146,205233.5,2334.8094292879105,21.7
810.0556344837033,353.19889922416513,215887.0,2330.518018245697,21.7
712.641248680343,416.4002455791817,217944.5,2332.7017837762833,21.7
988.7991368849096,355.95932534172306,263882.0,2867.610506772995,31.3
633.2517521654833,515.2096548192292,246935.5,2148.81953394413,31.3
924.265336955663,387.2029465485584,264062.5,2784.975949883461,31.3
970.0926862259802,354.716494894748,259488.5,2827.6033664941788,31.3
995.7004837072227,354.63674472152616,264680.5,2893.995282769203,31.3
989.6367510726959,364.7715966242097,268577.5,2895.686626791954,31.3
995.4887927170864,356.46876373961504,265553.0,2873.360725879669,31.3
986.6230932814132,363.1424818755705,268697.0,2924.983090162277,31.3
933.8738409654154,385.7552080281007,271039.0,2604.365778207779,31.3
744.2349814013667,442.7097320865998,242145.0,2505.1597154140472,31.3
929.736982628191,361.80831965166834,252965.5,2632.8094292879105,31.3
985.7653497445061,361.5581766640449,263845.5,2847.353585600853,31.3
976.0356326392925,376.2179639297517,274835.0,2719.502861261368,31.3
936.761039303196,357.1282674327245,250644.0,2710.7333092689514,31.3
976.9510321372944,359.8510697282321,263776.5,2781.7211166620255,31.3
916.4318595611239,371.87866069355476,261376.5,2347.6134711503983,31.3
836.9556985372186,317.65629170909887,198037.5,2469.4713357686996,42.3
842.3467661803903,322.4229486470658,204888.0,2434.542403459549,42.3
799.8160551035826,333.44768543969553,193646.5,2419.81448161602,42.3
875.8160584389055,353.2653430183717,217368.5,2709.3190957307816,42.3
865.0033562049246,352.13793243947623,211882.0,2845.5272464752197,42.3
937.8044630645143,310.98173249169434,204165.0,2653.1942052841187,42.3
808.6208081846709,372.2884941616854,206365.0,2556.4591431617737,42.3
933.325160087115,322.99047179309906,209459.5,2788.951564669609,42.3
880.9590808139869,314.7326376328523,199397.0,2551.1109449863434,42.3
838.7827443245533,313.8378917011197,194813.5,2486.1576274633408,42.3
810.899537022223,357.297055879473,201747.5,2509.99110686779,42.3
944.3098112468906,318.45050549616866,213435.0,2770.650048971176,42.3
976.8848654701327,305.28713033330774,216143.0,2797.762746810913,42.3
875.7717643118783,314.6710426767806,198783.0,2520.4246532917023,42.3
925.738711998639,307.45358150698195,208820.0,2762.0226323604584,42.3
810.2742890119688,341.0600690710896,196893.0,2421.429705619812,42.3
973.1716345335598,347.73874093516446,255686.0,2552.469247817993,32.6
1066.9878304760293,336.55221452021004,266163.5,2851.731221318245,32.6
878.67006498396,386.93300060399076,242609.5,2501.731221318245,32.6
953.5326410049761,341.8136200502859,247323.0,2503.297674894333,32.6
722.245631055481,424.8795077528509,224812.0,2247.3464453220367,32.6
890.0128913712167,347.9099406130016,235619.0,2306.4347579479218,32.6
1010.2250308806545,341.81525695321517,258219.0,2773.5474557876587,32.6
1015.9416254099814,347.13478765923645,263549.5,2823.128189921379,32.6
953.2860047659451,353.64814427140294,250624.5,2566.4763880968094,32.6
959.9884478165491,372.65644668529245,258052.0,2608.2337474823,32.6
934.7330575639443,353.9297611721597,246931.5,2484.7362736463547,32.6
1042.829976951788,364.21691012711335,271079.5,2951.8287621736526,32.6
821.7309940297067,329.77500902183544,203150.0,2255.429705619812,32.6
930.0350130005762,365.467153130265,247308.0,2532.317007780075,32.6
1056.876079240847,368.2981031910265,274448.0,2917.561736345291,32.6
1044.411822913567,343.6476594782431,267434.0,2803.807341337204,32.6
938.1854953536736,424.9992881087684,290651.5,2760.750554203987,49.0
963.5352130714311,418.2707293160271,288925.0,2943.9048821926117,49.0
929.8312042843594,385.30629804907346,272017.0,2559.7972366809845,49.0
916.0772066942606,442.3365240929515,285617.5,2928.5251585245132,49.0
1007.3017326022234,406.5541328193164,294990.0,2889.8460071086884,49.0
1085.2975998837537,391.0770032450248,307381.5,3058.5394390821457,49.0
925.7401154423226,439.3148269121214,288086.5,2740.8926895856857,49.0
908.8348035660734,382.91249805500604,265127.5,2488.843919157982,49.0
1103.2603156231398,388.39763030088966,307957.0,3172.6399443149567,49.0
945.9656668660242,439.29006067555616,292577.5,2946.5150538682938,49.0
978.1615664989785,421.53363317304286,288755.0,2996.7089240550995,49.0
1041.3086935879244,384.0881942201059,291845.5,2929.887637257576,49.0
1164.8978420872097,387.8382560477154,318500.0,3201.8703923225403,49.0
989.6037186347236,410.144417841712,289246.0,2956.9931948184967,49.0
1018.0908821482003,387.6042065354512,294184.0,2747.655101299286,49.0
957.7485004480976,421.3544057200523,291088.0,2983.478476047516,49.0
1019.2724057573876,330.63815805323713,238472.0,2815.939372062683,33.0
1058.0463685850516,318.31229270542804,244308.0,2869.8216218948364,33.0
957.0844196024765,318.48922313464084,223175.0,2618.292622566223,33.0
779.0448089422746,340.82432452542497,202895.5,2147.6235758066177,33.0
901.2484762837915,353.02255001979216,232786.0,2539.939372062683,33.0
806.4799360474955,340.6143282624099,206984.0,2359.204309940338,33.0
795.8510852531707,338.8441550777126,204683.5,2274.902794241905,33.0
912.7869270738856,393.9120619217432,241035.0,2912.650048971176,33.0
964.4887440394947,317.8717847490764,224041.5,2597.8489714860916,33.0
954.7769675577448,360.638853884061,237844.0,2785.561736345291,33.0
899.9953851965097,323.5238552537613,217627.5,2474.618523478508,33.0
912.8699469933014,387.6940877268257,241372.5,2915.176960349083,33.0
925.821795798747,317.438479192607,217494.5,2544.7606588602066,33.0
1037.5805405084257,312.6600259451452,236624.5,2747.956616997719,33.0
862.6627097617944,323.2241432528373,211693.5,2349.907846570015,33.0
925.9351536754818,335.7776626701474,226962.0,2534.4002680778503,33.0
1003.4674148194854,268.0941770388231,178019.5,2785.9810022115707,32.1
971.4221331941725,304.9473089622824,186639.5,2997.7698870897293,32.1
747.503855341024,412.7777662635839,188283.5,2834.5638242959976,32.1
1005.4497680423439,269.3561092695449,197139.5,2962.9170747995377,32.1
1064.8158656100318,300.38212385470484,209721.5,2976.039877295494,32.1
663.4119295688945,419.89877476399687,187585.0,2362.341392993927,32.1
938.7402435279856,272.2792876380063,176173.5,2727.838866829872,32.1
1024.5769636828466,277.6936967574227,194085.5,2970.6328040361404,32.1
1033.8910826108654,259.5928830072082,179768.0,2743.3708305358887,32.1
908.857841603388,324.69044975277495,188023.0,2856.851059436798,32.1
1063.187146751033,262.6322652052325,185750.5,3068.348533272743,32.1
1083.575068151552,285.77797266787826,199460.0,3100.449038505554,32.1
626.7954898802756,461.665908606123,181727.0,2696.0714027881622,32.1
610.0222225805744,456.17382487466085,198752.0,2137.322060108185,32.1
880.6402235241474,340.4260871479476,196905.0,2757.8804969787598,32.1
1066.9048087118867,291.6665392895409,204729.0,3097.076455116272,32.1
1052.7294031313647,335.631113145212,256744.0,2920.7921843528748,36.5
1004.0650968835507,358.6990683488415,255700.0,3013.1597154140472,36.5
951.0031577085972,377.84584752117934,252418.0,3009.6206114292145,36.5
983.5703511672439,345.41759584262047,243573.0,2804.05712223053,36.5
1029.8766219710135,356.3424617653939,261985.5,2801.9810022115707,36.5
781.9715488087057,367.4927016128641,217021.5,2230.6773985624313,36.5
986.2340069078915,363.5273218289435,255289.0,3012.3069031238556,36.5
900.9163275530101,347.43927193992084,231856.0,2528.6845388412476,36.5
838.5066872848917,371.2704291564686,228448.5,2544.3830231428146,36.5
792.995151439439,364.67571228324226,215825.0,2226.292622566223,36.5
969.3849322281895,360.2574443058471,245923.0,2889.9048821926117,36.5
997.4512041646813,365.41452341076416,259272.0,2749.301850795746,36.5
1007.7415135506959,347.01827563068736,250668.0,2849.502861261368,36.5
820.8004177930244,359.85944544196883,221399.0,2424.8855493068695,36.5
929.813879769439,365.25436518696245,239180.0,2760.5322988033295,36.5
904.546014415914,369.29292152600254,237308.5,2726.5251585245132,36.5
762.07766381315,412.9911423702598,229834.5,2400.691679120064,35.2
831.7551308943165,405.9964935983068,239308.0,2488.1992576122284,35.2
953.6543700658392,348.87077301187287,245808.0,2743.5129659175873,35.2
849.8110943862447,403.5762349080625,241767.0,2638.341392993927,35.2
770.0618295764309,419.2759495027044,232258.0,2453.1698200702667,35.2
780.1814621328847,409.26046547960436,229838.0,2390.2581326961517,35.2
964.4177684404627,346.32216506013305,250048.0,2605.856111764908,35.2
765.1571006052045,415.49554656108603,228697.0,2459.1353302001953,35.2
771.2032079246304,419.70182189937526,229482.5,2674.7850440740585,35.2
779.3665991876926,420.2006908634122,234295.5,2476.64290869236,35.2
886.5056689114971,360.7498906679968,231891.5,2613.4124606847763,35.2
845.6868026537463,399.3007069377462,238502.0,2601.4885807037354,35.2
894.0560418377046,373.1036376920845,239642.5,2746.015492081642,35.2
955.8435516852473,340.4648164801699,242109.5,2715.755606532097,35.2
798.0208631537492,400.71369036924614,226528.0,2614.6845388412476,35.2
821.3425230835909,409.1938614997807,237765.5,2776.0743671655655,35.2
897.814659841945,457.5245797298928,297808.5,2742.8094292879105,40.5
963.1658080657337,439.7976295659738,316291.0,2799.787132024765,40.5
968.5739318329709,427.0036800229277,310325.5,2689.46123111248,40.5
984.519905535721,432.4329144898438,316487.0,2826.6155591011047,40.5
951.2704821035518,445.0669452864572,310702.5,2738.6328040361404,40.5
900.4597344256667,458.7895725694235,302192.5,2663.554596066475,40.5
864.4350029740302,451.37280877805193,290464.0,2626.9099345207214,40.5
905.0480840352393,412.38508190925864,287419.5,2494.0743671655655,40.5
960.5682143327027,438.6892208839869,315162.0,2772.87544465065,40.5
961.993557297013,406.41508284251364,297844.5,2719.2358354330063,40.5
874.7622523178185,465.74151388712613,301004.5,2630.5251585245132,40.5
1023.4189488356591,414.1882043567468,315493.5,2804.726168990135,40.5
968.1668061535142,429.5255898508967,310718.0,2699.076455116272,40.5
900.3740513756882,431.82272394985824,290287.5,2673.377970814705,40.5
1041.0717834446987,401.1532332778857,316455.0,2846.115997314453,40.5
1007.7835564283557,417.8751559546751,314268.0,2813.478476047516,40.5
977.4188302109959,343.32394730226525,251106.0,2853.7972366809845,56.0
1061.2584999158564,349.54933836374454,258500.0,3026.390163421631,56.0
858.6748768630729,370.7899213025522,228291.5,2562.927179455757,56.0
996.8255888854245,352.3118861157189,248914.5,2712.6084188222885,56.0
1021.1328560639472,356.8644019090732,255969.0,2729.253080368042,56.0
908.2700022981643,363.5356202604639,241045.0,2617.5129659175873,56.0
874.9227539264715,341.2139255312937,223704.5,2391.4469505548477,56.0
798.7743743899483,359.84763889572974,210696.0,2381.5718410015106,56.0
1057.293235456489,351.804065015289,263016.0,3017.9048821926117,56.0
1065.4828098961536,327.56079573813827,261501.5,2789.8977419137955,56.0
836.3884809917904,366.6707211108011,220747.0,2380.05712223053,56.0
973.2773019109018,343.81293094730194,247693.0,2682.2825179100037,56.0
1065.1714553352247,324.13114012367924,257913.0,2952.3069031238556,56.0
894.6725678065729,355.1002265786888,235246.5,2510.9616693258286,56.0
889.2238660460313,370.52947384612435,239245.5,2572.039877295494,56.0
909.1618505815914,363.6457423052072,242213.5,2540.3241480588913,56.0
827.1692915087481,317.44649646518366,201588.5,2349.422565340996,22.7
576.9084149659386,522.2420429953381,211507.5,2520.216502547264,22.7
926.6779493267577,308.64036082058686,217468.5,2595.530210852623,22.7
673.9283858682671,402.530491723095,195020.0,2327.05206990242,22.7
957.0823149614984,311.6334071870342,224385.0,2797.3708305358887,22.7
922.2054403439764,308.7347823495446,212247.5,2573.8733566999435,22.7
860.9747790036091,365.4981224078052,218849.5,2662.348533272743,22.7
905.488826730162,311.3681882880166,211661.5,2582.927179455757,22.7
767.2154091134948,380.4605952008248,201918.5,2844.4074083566666,22.7
