@relation sheep_weight

@attribute Eucl_A_B real
@attribute Eucl_A_C real
@attribute Eucl_A_D real
@attribute Eucl_B_C real
@attribute Eucl_B_D real
@attribute Eucl_C_D real
@attribute EquivalentDiameter real
@attribute AspectRatio real
@attribute Extent real
@attribute Solidity real
@attribute Area real
@attribute Perimeter real
@attribute K_0_19 real
@attribute K_20_39 real
@attribute K_40_59 real
@attribute K_60_79 real
@attribute K_80_99 real
@attribute K_100_119 real
@attribute K_120_139 real
@attribute K_140_159 real
@attribute K_160_180 real
@attribute Hu_0 real
@attribute Hu_1 real
@attribute Hu_2 real
@attribute Hu_3 real
@attribute Hu_4 real
@attribute Hu_5 real
@attribute Hu_6 real
@attribute Major_axis real
@attribute Minor_axis real
@attribute Weight real
@attribute sheep_number real
@data
1253.6048021605534,972.3723566617883,567.9656679765072,417.9150631408253,760.2433820823434,635.7208506884134,696.9945230737753,2.7494505494505495,0.6703164940575013,0.849815246660742,381547.5,3456.9658452272415,0,20,24,69,135,157,269,536,4462,0.001114470664090815,7.922717838149659e-07,1.0910592317157555e-10,4.422792339576172e-11,2.9634514646792734e-21,3.1226306755080113e-14,8.106885815794349e-22,1251.5739771890328,418.72861427830213,55.0,1909.550
1289.0469347545109,1112.8243347447071,578.6968118108134,260.4611295375953,834.0407663897491,751.8350883006193,703.4785779452639,2.7623126338329764,0.6451861627077005,0.8720564858555389,388679.5,3462.9658452272415,0,0,66,58,129,100,219,572,4434,0.0011002798608782207,7.530578110945387e-07,1.1019480096013109e-10,3.193321305461453e-11,1.631330859603216e-21,1.4724663793120072e-14,9.628402806253702e-22,1251.6239262509405,430.1863409681774,55.0,1909.550
1231.0211208586147,452.58811296807164,1048.3916253003931,914.8579124650997,240.20407989873945,798.7997245868329,695.2395403805027,2.2124542124542126,0.5755714346360041,0.8880551975166264,379628.5,3377.024720311165,0,19,54,68,133,86,276,639,4269,0.0010367475754006884,6.237210205534428e-07,7.819064347903412e-11,1.5922792750430324e-11,3.6652167148777203e-22,2.263269301732854e-15,-4.2581304477322085e-22,1191.6437755500845,438.2007942400153,55.0,1909.550
1157.8220934150463,268.79360111431225,600.9068147391906,940.379710542502,707.9865817937513,532.0084585793726,692.1219717470523,2.462686567164179,0.6945449007282696,0.9026483385055727,376231.5,3292.8581997156143,0,28,24,19,160,139,143,952,3991,0.0009869257083482774,5.248764999769973e-07,7.608826086394013e-11,1.2387565458640505e-11,1.7509473816623187e-22,6.395425869430524e-19,3.376056086613163e-22,1148.291892816615,449.6681255761767,55.0,1909.550
1218.502769795785,1160.9397055833692,595.1016719855523,141.4213562373095,784.505576780688,789.6942446288944,707.1404686912504,2.621505376344086,0.6928585920064921,0.8755758878956809,392736.5,3351.7698870897293,0,0,49,41,81,157,322,617,4157,0.0011036428352093311,7.573846849200425e-07,1.2626658832083124e-10,3.455804383254432e-11,1.9263741457552106e-21,1.538312209038354e-14,1.224851236806747e-21,1259.9112908101324,433.20382141283335,55.0,1909.550
1175.6640676655895,570.8274695562575,1059.9268842707972,722.419545693498,214.34784813475503,696.5005384061092,682.4119651994248,2.3684210526315788,0.6328056334129208,0.8976680202285716,365749.0,3270.7333092689514,0,0,35,61,136,134,313,546,4118,0.0010296280875819069,6.082593212431102e-07,8.134015913409087e-11,1.6515434958561156e-11,4.0464412173595243e-22,2.618342163511522e-15,-4.5019959077288e-22,1164.251253143598,432.50191213344846,55.0,1909.550
1138.3444118543387,273.5415873317986,578.3424591018716,923.0585030213415,726.3194889303192,533.2400960167943,691.2535875238332,2.465367965367965,0.7131797087898931,0.8857702234322392,375288.0,3348.3800587654114,0,32,42,32,100,127,231,919,3938,0.001031827998571519,6.126798159099943e-07,8.538795644981338e-11,2.060550549503484e-11,6.821704244037791e-22,6.809045692160326e-15,5.3074283284876565e-22,1180.9284000401178,437.5368839732716,55.0,1909.550
1232.056005220542,327.0,544.0266537588025,985.4567468945555,787.2134399259199,490.11223204486544,705.0162339219468,2.75,0.7072930557166048,0.8869280629968488,390380.5,3491.995282769203,68,3,37,16,99,78,213,710,4051,0.0011051470533000923,7.915715815980016e-07,7.080664687908098e-11,2.9318685149002634e-11,1.3068475476460318e-21,2.2292779158321544e-14,2.7678923639825507e-22,1262.8370796494116,415.0107594162633,55.0,1909.550
1003.0319037797352,402.1803078222503,557.6414618731286,695.0712193725187,542.5025345562913,469.9202059924642,647.8277258632867,2.2766439909297054,0.7444518976249198,0.9457864253731236,329616.5,2679.81448161602,0,0,0,32,116,169,286,434,3467,0.000872810955881414,3.6221845654942886e-07,1.059372753687608e-11,3.041958784296366e-12,1.6705915605124503e-23,1.5881267957093368e-15,4.371860474904756e-24,997.5608093256599,427.61266497154406,55.0,1909.550
977.362266511246,576.0737799969722,967.6569640115241,562.6597550918317,231.8641843838759,684.351517861983,670.4267456366215,1.7504488330341113,0.6500290015191272,0.9112226789620749,353014.5,2835.5201061964035,0,0,10,33,75,81,223,672,3560,0.0008737292753950243,3.1949954951265094e-07,4.745445347583152e-11,4.172905129681385e-12,-2.5625025890234224e-23,-8.675969889982627e-16,5.283520173001814e-23,1019.7486715432361,472.1553703051911,55.0,1909.550
1095.001826482495,320.0624938976762,576.0876669396769,847.4768433414567,642.5573904329481,507.11044161996904,664.6119768411196,2.4629213483146066,0.7113046420077094,0.9094513681715942,346917.5,2974.975949883461,0,0,23,23,131,171,300,596,3541,0.000962944501045181,5.056445564900806e-07,5.0772902107729287e-11,1.5576280110103363e-11,4.111311976808842e-22,8.21492048938946e-15,1.511564650557479e-22,1090.485752295466,422.9760164682294,55.0,1909.550
1135.3594144586991,286.89545134072796,577.5292200399907,951.8508286491113,645.653932071973,537.9972118886863,678.0084794376558,2.4511930585683297,0.6930758451231451,0.9098719152233766,361044.0,3005.963757276535,0,0,0,31,116,110,234,684,3784,0.0009967664773069373,5.806890625600755e-07,4.1629267061511405e-11,1.7944897467952934e-11,4.89203733749037e-22,1.3219965188895392e-14,3.519604387488835e-23,1140.2344229446437,416.5595530913592,55.0,1909.550
1209.694176228025,950.2531241727122,581.8745569278657,295.62983611266304,766.1866613299921,607.6619125796844,695.1008004005357,2.729119638826185,0.7085254123046303,0.8669311404776292,379477.0,3451.9536526203156,16,28,44,26,97,140,356,741,4212,0.0010959070104406435,7.580124721688114e-07,8.718676159421919e-11,3.3579517769306974e-11,1.7469915466918556e-21,2.278208108539948e-14,4.992357274600303e-22,1236.2969591063297,418.42765549970994,55.0,1909.550
977.187801806797,775.7583386596627,206.6325240614362,265.6633207652121,839.6576683387106,678.6604452891004,547.7999044728391,2.455470737913486,0.6214610607918364,0.9224500978473581,235686.0,2547.7139763832092,0,0,38,16,32,134,340,682,2815,0.0010749686380410787,7.420247588139261e-07,4.608395525516639e-11,2.2603374523143878e-11,7.266362095967389e-22,1.9090952917365018e-14,6.475606333403511e-23,967.1269649283578,321.1800149000574,22.7,1912.227
919.0266590257326,268.6801071906888,489.96530489413226,880.532225418241,469.9659562138517,557.9112832700196,527.2000726087253,2.33502538071066,0.60222219156919,0.8503274033273994,218293.5,2571.2459400892258,0,0,0,44,153,252,344,702,2724,0.0010816465827641652,7.422395289062837e-07,4.454751378856391e-11,2.1122289868832365e-11,6.392276624833532e-22,1.5221206169526216e-14,-1.0579174158138314e-22,932.6412793225907,313.8927745416722,22.7,1912.227
932.0048283136734,602.0514928143605,540.8974024711156,388.3979917558792,445.49859707972143,329.8787656094281,533.508600667319,2.870769230769231,0.7372380245692143,0.9093087107730481,223549.0,2571.6895911693573,0,0,50,53,139,264,383,803,2507,0.0010622974132294544,7.185558235046094e-07,2.7558515748145627e-11,1.4621593711240356e-11,2.9333404110043563e-22,1.2302894924055472e-14,1.0104502553845129e-23,935.6511024878187,313.6432795001254,22.7,1912.227
683.6870629169459,397.68957743446083,699.2002574370235,359.18379696194535,352.6825768307814,562.8854235099715,516.2837194524654,1.2691588785046728,0.5762927890107773,0.885077759856593,209347.0,2246.4002680778503,0,0,0,28,110,124,571,1024,1764,0.0007705492347491559,1.2639375347336094e-07,7.15912516869495e-11,5.372276483099914e-12,-6.345821485337177e-25,3.8250774033527307e-16,1.0535608723346314e-22,695.0648598564701,421.97124062682093,22.7,1912.227
923.9550854884668,709.4765676186917,514.2625788446987,274.7544358149655,487.04517244296756,405.34553161469535,533.6141946066558,2.6175637393767706,0.685642851011123,0.8921180860972988,223637.5,2572.3586379289627,0,0,25,57,146,180,449,801,2576,0.0010466185383092212,6.717736977373005e-07,5.885369466363437e-11,2.8691994948240887e-11,1.1768245859175304e-21,2.2882267797993663e-14,-7.221955571241797e-23,925.0448130691594,322.6211619332738,22.7,1912.227
1007.1112153084187,853.503368476071,378.30807551518114,227.72132091659753,716.471911522008,630.1214168713836,541.5984917963553,2.264236902050114,0.5279513069304208,0.8538917716827279,230380.0,2734.9099345207214,0,46,22,70,88,167,319,650,3109,0.0010972466147413918,7.395281606996893e-07,1.292908916080171e-10,3.915807776887091e-11,2.479631231470826e-21,1.9937676401601164e-14,1.270618957280712e-21,961.557612651879,334.80767689245033,22.7,1912.227
910.4295689398494,200.9975124224178,553.0027124707436,798.204234516455,423.59650612345706,516.5152466287902,526.5760043277604,2.5779036827195467,0.6779472651993899,0.8659572860625002,217777.0,2588.4002680778503,0,0,27,52,127,264,400,550,2826,0.0010509214102055594,6.830995682642061e-07,3.115435082068697e-11,1.798830119731827e-11,4.250201141414545e-22,1.4143734935387246e-14,-2.6382632112839733e-23,915.6459688190549,316.57790846978645,22.7,1912.227
1010.4038796441747,370.0283772901749,895.3016251521049,735.6799575902554,193.98195792392653,678.8254562109468,547.3080988008752,2.220489977728285,0.5255476898401217,0.8699348278252831,235263.0,2648.9099345207214,0,0,31,93,77,169,337,539,2925,0.0010933381729159803,7.316069352840631e-07,1.4013386827924294e-10,3.7710024265572965e-11,2.3719241549759668e-21,1.805170149678846e-14,-1.3743029708291359e-21,969.4357057660661,338.79384474719745,22.7,1912.227
862.5688378326682,432.8232895767047,260.9463546401827,497.82426618235473,692.2904014934772,404.6541733381728,516.0407452724633,2.5502958579881656,0.7178503274344787,0.9176284252022051,209150.0,2373.2875702381134,0,29,21,39,181,162,359,640,2442,0.0009346125253061195,4.650976330716336e-07,1.7803879565248956e-11,2.4900471722665807e-12,8.118405359673884e-24,5.019800930628309e-17,1.4455720046272684e-23,832.5496019269787,329.1196412142489,22.7,1912.227
796.8437738979957,339.73666272570586,686.138469989841,623.7731959614808,152.6106156202772,572.2385866052725,515.4791235234505,1.4435643564356435,0.5668826141873446,0.8205161472954164,208695.0,2706.826674222946,0,22,30,90,226,334,595,818,2401,0.0008765217305675535,2.779348643293318e-07,1.1126173150474128e-10,8.942737207594598e-12,-2.7729212901846722e-22,-4.468721986097508e-15,5.177369719184244e-23,775.1367123787142,386.68227049358063,22.7,1912.227
970.1391652747558,354.0536682481909,559.5149685218439,673.928779619924,474.71359786717716,401.2542834662329,542.2222943722816,2.7714285714285714,0.6801502209131075,0.8574744143903272,230911.0,2774.6012785434723,0,2,38,80,176,258,468,733,2690,0.0010926215394229586,7.751307026921646e-07,2.7494774421118994e-11,1.7949032268659542e-11,3.987260606779586e-22,1.573920433839084e-14,2.9660757684807997e-24,966.6199965409374,317.0060193039696,22.7,1912.227
922.5275063649864,376.6218262395317,742.8411674106384,706.4821299933919,211.5892246783848,593.8728820210601,535.530345651102,1.744,0.5166204128440367,0.8536138460022586,225246.5,2660.549543738365,38,18,6,82,132,112,319,630,3095,0.0009671017417711026,4.4815892650400534e-07,1.384150846569046e-10,1.50508208095162e-11,-1.3316561678488601e-22,-5.632090741005944e-15,-6.73930361410225e-22,869.3808275231602,370.7679795089682,22.7,1912.227
835.4974566089354,153.88307249337075,466.0911927938566,784.372360553328,439.39617658782606,484.4553643009849,513.4937331058454,2.477744807121662,0.7359423586062297,0.9106061238982414,207090.5,2351.6235758066177,0,0,0,80,137,189,389,617,2508,0.0009458398651573438,4.910809985147757e-07,1.7578715756682381e-12,1.2232549910921165e-12,1.7937185800047814e-24,8.099844603121717e-16,-1.47885140032598e-26,836.136082580351,322.57062639388823,22.7,1912.227
530.3055722882798,343.93022548185553,303.6988640084121,458.9117562233506,431.5889247883917,541.3695595432015,526.182334235936,0.9797047970479705,0.7555593776276746,0.8916021050603042,217451.5,2531.731221318245,0,0,0,0,97,242,466,1265,2223,0.0006926070077155999,4.107215797345175e-09,9.731210094252939e-12,2.238503472239421e-12,-5.240951083923894e-24,-1.1327798528368117e-16,-9.038061745897777e-24,580.8482976732321,529.3729802295209,22.7,1912.227
845.7245414436074,426.4106002434742,464.62457963392336,479.0991546642511,438.2989847124905,322.3073067741406,515.5272865045549,2.627329192546584,0.766243777807145,0.9327830794702726,208734.0,2363.4641954898834,0,0,7,100,215,190,370,429,2499,0.0009546403601291546,5.106672950263422e-07,3.5915931960568945e-12,1.9661958468058266e-12,5.2249607386401414e-24,1.3889962634582417e-15,-9.382916113928452e-27,845.1827085261366,320.49633391217543,22.7,1912.227
706.8833001281046,338.2499076126999,657.8145635359558,481.08731016313453,263.6436989575135,562.3850993758637,505.4956059286049,1.28842504743833,0.5608468196057937,0.8667857281683389,200689.5,2333.4957209825516,0,0,0,43,222,266,544,1124,1601,0.0007663580455899138,1.289268951465476e-07,5.371752473402414e-11,3.737948532283173e-12,-4.5539917278866336e-24,2.2486495713496987e-16,5.277118338380847e-23,680.4641812595249,409.3564639195181,22.7,1912.227
830.7117430252205,340.02646955788606,472.5187826954607,566.2578917772361,534.4642176984349,466.06866446908873,603.6585990295284,1.7558886509635974,0.7473807907243954,0.9676947083157935,286202.0,2300.032737016678,0,0,0,0,19,42,286,628,2795,0.0007549320390508691,1.730719849401754e-07,9.036482818473763e-12,1.3059234104389235e-12,4.47753953683537e-24,5.416007831085539e-16,2.7822962464267643e-25,828.2805535855439,445.60705746836595,47.5,1926.475
1041.1387995843781,865.9982678966512,454.875807226544,293.4024539774676,706.6441820322304,652.0375756043512,649.7930910723061,1.9287054409005628,0.6052290098626817,0.8884279420412549,331619.5,2836.750554203987,0,0,0,64,101,88,313,1000,3146,0.000888100281848657,3.645620239582493e-07,1.8709680808412235e-11,4.001908803234621e-12,2.554779112572989e-23,6.30507690454094e-16,2.337616280016319e-23,1006.4951352656178,439.3794862529575,47.5,1926.475
1030.9767213666853,403.0707133990263,447.4751389742228,659.4035183406288,781.8625198844104,446.1614057714988,655.5125485266143,2.29082774049217,0.7373003180928411,0.9237163459498814,337483.0,2891.8804969787598,0,0,3,59,114,191,367,836,3139,0.0009309079272611202,4.4547247465973814e-07,4.808974854779207e-11,1.6355476807019518e-11,4.459386613643126e-22,9.76875869755398e-15,1.0741026909597503e-22,1050.9692814684822,426.6982724094555,47.5,1926.475
894.0833294497778,466.9914346109573,377.6135590785903,523.8931188706338,653.4286495096461,474.806276285392,620.6187998101847,1.9163090128755365,0.7269463495282815,0.9586753287909998,302510.0,2419.429705619812,0,0,0,1,76,86,111,664,3025,0.0008013625360764235,2.4458856223087563e-07,9.529288936056738e-12,2.205557039005203e-12,1.0106266678744535e-23,1.090774053262197e-15,3.195112906359292e-25,895.832269004979,435.8806264689165,47.5,1926.475
904.2842473470386,714.08472886626,471.00955404322747,300.8870219866586,630.9675110494993,611.2356337780054,628.9618271963137,1.8559670781893005,0.7087542087542088,0.9191949374428643,310698.0,2602.4835283756256,0,0,0,17,151,166,350,557,2739,0.0008237374367588008,2.611429314185705e-07,2.6656727646074076e-11,6.0471038715062885e-12,6.815028512684742e-23,2.2251489565720397e-15,3.5356297848365635e-23,921.4577838948597,446.0145913643656,47.5,1926.475
843.2016366208026,421.4320823098308,397.7247792129628,590.9890015897081,528.7513593363142,465.02688094345683,615.3412780645841,1.8090128755364807,0.757021978525499,0.9610769444561146,297387.0,2384.8367788791656,0,0,0,30,70,100,92,866,2841,0.0007704170339553338,1.9530076236375154e-07,1.1044322972451484e-11,1.6945082594312046e-12,6.977791045184244e-24,6.567833327414434e-16,-2.2465596249492986e-24,859.1258772964151,447.20199706986403,47.5,1926.475
964.4361046746435,845.2721455247416,477.4484265342174,319.8280788173546,576.9610038815448,611.9297345284016,644.6156722122017,1.9377510040160641,0.6791018998272884,0.9205184255433173,326356.0,2705.05206990242,0,0,0,48,123,92,196,707,3169,0.0008856809847627372,3.735084315871043e-07,2.4404186206840674e-11,7.23769984344222e-12,9.198306171557229e-23,3.679489161189146e-15,2.8138305651472213e-23,1000.0648412548209,428.28642992381873,47.5,1926.475
861.5381593406063,408.0061274049693,370.84363281577316,542.7200014740566,659.7946650284465,475.31042488041436,617.0253389838007,1.8160676532769555,0.7359385883088404,0.9592132973408205,299017.0,2460.4002680778503,0,0,36,64,64,91,263,804,2794,0.0007639091189993908,1.7990598715237887e-07,1.0979724014722556e-11,1.5859814323926657e-12,5.213992640885089e-24,4.061307783785632e-16,4.076205536131382e-24,852.8189640100104,456.05865846688704,47.5,1926.475
1018.1964447001375,811.1923323109015,395.58816969166304,330.22568040659706,744.452819190041,659.81588340991,656.9987094800044,2.215217391304348,0.7232474292784913,0.9193913844092765,339015.0,2792.365778207779,0,0,0,15,115,134,203,884,3164,0.0009120457104667858,4.0914696221304337e-07,3.454877294954265e-11,7.855635102260725e-12,1.0542270696126007e-22,2.5058991015639113e-15,7.506381693972976e-23,1037.7801942835501,434.81649451236285,47.5,1926.475
833.9796160578506,372.10348023097015,430.10928843725287,562.2499444197393,554.8621450414508,465.3482566852486,607.7832942551204,1.7811158798283262,0.7501072961373391,0.9644361339649298,290126.5,2303.99110686779,0,0,0,8,64,83,177,836,2654,0.0007536717642920304,1.7053984545901468e-07,7.405923801434612e-12,1.123443640846023e-12,3.0798074008380687e-24,4.2046825362905966e-16,1.0078916886246589e-24,832.3904396606716,449.83151374123827,47.5,1926.475
