@relation sheep_weight

@attribute Eucl_A_B numeric
@attribute Eucl_A_C numeric
@attribute Eucl_A_D numeric
@attribute Eucl_B_C numeric
@attribute Eucl_B_D numeric
@attribute Eucl_C_D numeric
@attribute EquivalentDiameter numeric
@attribute AspectRadio numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute Area numeric
@attribute Perimeter numeric
@attribute K_0_19 numeric
@attribute K_20_39 numeric
@attribute K_40_59 numeric
@attribute K_60_79 numeric
@attribute K_80_99 numeric
@attribute K_100_119 numeric
@attribute K_120_139 numeric
@attribute K_140_159 numeric
@attribute K_160_180 numeric
@attribute Hu_0 numeric
@attribute Hu_1 numeric
@attribute Hu_2 numeric
@attribute Hu_3 numeric
@attribute Hu_4 numeric
@attribute Hu_5 numeric
@attribute Hu_6 numeric
@attribute Weight numeric
@data

923.0059588106677,252.98221281347034,724.1657268885348,749.4664769020693,245.15301344262525,597.0594610254493,555.2972742624249,2.663768115942029,0.7638469666146253,0.9172568818458648,242181.5,2478.1677321195602,0,0,0,42,67,162,429,498,2994,0.0010236315382665835,6.346920163519272e-07,2.3344519012987677e-11,1.0613931450154556e-11,1.6641665741107225e-22,8.13577756416891e-15,-1.4797368218931328e-23,31.8
898.376313133867,255.51907952244974,402.2449502479801,710.3872183534836,575.9140560882327,374.17776523999925,551.4427202426773,2.5833333333333335,0.763399307020572,0.925904316255304,238831.0,2393.4398102760315,0,0,0,23,48,97,404,687,2812,0.000992291506500353,5.733555394873432e-07,1.7812538156707676e-11,6.485707458175383e-12,6.812375552375765e-23,4.231090993236635e-15,1.4789330441794042e-23,31.8
887.0090191198734,335.5964838909967,714.5131209432056,614.2963454229563,318.57809089766357,550.3489801934769,538.4976041670575,2.2144638403990027,0.6395876861899306,0.8734702252426738,227749.5,2420.902794241905,0,0,0,11,163,119,291,501,2929,0.0009702724417195895,5.152855230918606e-07,3.3252026516729894e-11,1.0982453235060071e-11,1.939506327694473e-22,5.658820941459341e-15,-8.018814775404456e-23,31.8
764.1217180528243,558.4693366694361,357.76249104678374,259.4802497301095,553.6244214266563,465.5856526999087,518.1152954837736,1.7904761904761906,0.6675373606889564,0.9266861525613695,210835.0,2146.9545290470123,0,0,34,49,100,133,225,357,2611,0.0008132929984172853,2.4332324634680986e-07,2.1194630598432814e-11,1.778818070725481e-12,-6.3204661128762404e-24,-7.10969793220486e-16,8.907649295129722e-24,31.8
899.9361088432889,241.9008061168875,737.3472723215297,719.2753297590568,248.79308672067236,608.8653381495781,550.5733020690618,2.590778097982709,0.7631870826695047,0.9286211597306326,238078.5,2390.084471821785,0,0,0,0,59,148,448,606,2760,0.0009895950252966062,5.747152401088037e-07,1.0140986869817399e-11,4.511560078313615e-12,3.049494207482269e-23,3.416405529852773e-15,1.1384227064532158e-24,31.8
916.1228083614118,363.8158875035558,725.4970709796146,608.0962094932019,321.7716581677137,526.7029523365138,558.1794183555892,2.3452685421994883,0.6824823523833695,0.881023231532237,244702.0,2680.8855493068695,0,9,56,36,89,172,359,816,2889,0.0010495388377542933,6.73652726323576e-07,2.8104900159620817e-11,9.669419209903124e-12,1.4978328621971331e-22,5.66459819043473e-15,-5.453175350547416e-23,31.8
773.760298800604,385.9339321697433,565.3857090517942,538.965676087077,255.89450951515158,453.47767309979,518.3800174930825,1.7222222222222223,0.6566435807447232,0.9063874287088572,211050.5,2222.8540238142014,0,0,31,56,94,119,195,589,2681,0.0008169870174224365,2.3140625457800893e-07,3.7186583169447355e-11,2.942122670260685e-12,-2.635329891630526e-23,-1.370503494491615e-15,-1.5891640952034733e-23,31.8
925.051349926046,238.6063704095094,857.649112399704,755.4713760295621,196.65706191235543,731.9269089191898,556.8594061000226,2.257985257985258,0.6511350602754302,0.887587420870218,243546.0,2523.9250915050507,0,0,0,26,103,190,356,528,3112,0.0010391841077009177,6.610372604288766e-07,2.588640302674002e-11,1.3819135528092201e-11,2.6131482328893394e-22,1.1234229129940904e-14,-5.412029693660322e-24,31.8
908.7711483096281,711.5195007868723,336.72540741678523,261.9637379485947,686.9970887856804,572.8420375635852,563.4082040748376,2.1912832929782082,0.6670180460984844,0.8712645686627409,249308.0,2628.8855493068695,0,1,58,41,83,190,308,825,2768,0.0009892547598345995,5.362288519157857e-07,5.810593241920047e-11,1.4154836329543755e-11,3.2595448571251637e-22,4.943815654965737e-15,2.4196127417158273e-22,31.8
819.0299139836103,640.0562475282934,370.2998784768907,291.49614062625255,548.9335114565333,502.66688770994256,529.646925860995,2.0098039215686274,0.6585500358680058,0.9115052851498666,220324.5,2224.1677321195602,0,0,0,35,126,114,237,495,2733,0.0008662642450807615,3.369860366873914e-07,1.961929305214556e-11,3.3460104269935514e-12,1.7046800732641866e-23,5.323548730499987e-16,2.1080065431484645e-23,31.8
